Index,m:s.ms.us,Dur,Len,Err,PID,CRC,Packet,Packet Data
283,00:13.128.944,8.65 us,512,,DATA1,B4CF,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 94 00 1D 90 01 9D 94 02 9E 94 03 9F 94 04 08 94 05 09 94 06 0A 94 07 0B 94 00 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 90 01 9D 90 02 9E 90 07 1D 90 03 9F 90 04 78 90 05 79 90 06 7A 90 07 7B 90 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DC 94 00 1D 90 01 DD 94 02 DE 94 03 DF 94 04 04 94 05 05 94 06 06 94 07 07 94 08 08 94 09 09 94 0A 0A 94 0B 0B 94 00 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DC 90 01 DD 90 02 DE 90 0B 1D 90 03 DF 90 04 B4 90 05 B5 90 06 B6 90 07 B7 90 08 B8 90 09 B9 90 0A BA 90 0B BB 90 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 B7 15 21 1C D8 9C 12 1C FF DE 0A C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 6E 9B 03 D1 31 13 FF FE 0A 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 14 00 63 FF F9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 94 00 1D 90 01 9D 94 02 9E 94 03 9F 94 04 08 94 05 09 94 06 0A 94 07 0B 94 00 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 90 01 9D 90 02 9E 90 07 1D 90 03 9F 90 04 78 90 05 79 90 06 7A 90 07 7B 90 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DC 94 00 1D 90 01 DD 94 02 DE 94 03 DF 94 04 04 94 05 05 94 06 06 94 07 07 94 08 08 94 09 09 94 0A 0A 94 0B 0B 94 00 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DC 90 01 DD 90 02 DE 90 0B 1D 90 03 DF 90 04 B4 90 05 B5 90 06 B6 90 07 B7 90 08 B8 90 09 B9 90 0A BA 90 0B BB 90 00 53 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 B7 15 21 1C D8 9C 12 1C FF DE 0A C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 6E 9B 03 D1 31 13 FF FE 0A 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 14 00 63 FF F9 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CF B4
284,00:13.128.953,0.07 us,,,NYET,,,96
285,00:13.128.983,0.12 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
286,00:13.128.983,8.67 us,512,,DATA0,35DD,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 7C 74 10 01 7C E4 10 01 7D 48 10 01 7D 80 10 01 7D BC 10 01 7D DC 10 01 7B 08 10 01 7B 48 10 01 7B B8 10 01 7B F0 10 01 7C 2C 10 01 7C 4C 10 01 7E 20 10 01 7E 70 10 01 7E A8 10 01 7E F4 10 01 7F 2C 10 01 B8 E4 10 01 80 98 10 01 81 10 10 01 81 48 10 01 81 C0 10 01 82 1C 10 01 82 5C 10 01 81 80 10 01 81 FC 10 01 82 9C 10 01 82 EC 10 01 83 24 10 01 83 5C 10 01 83 B4 10 01 83 94 10 01 7F 58 10 01 7F AC 10 01 7F E4 10 01 80 1C 10 01 80 78 10 01 80 58 10 01 83 F4 10 01 84 A4 10 01 77 40 10 01 84 D4 10 01 86 2C 10 01 86 A4 10 01 86 88 10 01 86 68 10 01 77 EC 10 01 86 E0 10 01 87 10 10 01 87 40 10 01 87 7C 10 01 77 4C 10 01 77 60 10 01 83 D4 10 01 85 8C 10 01 85 C4 10 01 84 84 10 01 85 1C 10 01 85 54 10 01 33 0C 10 01 35 5C 10 01 18 08 10 01 10 70 10 01 10 EC 10 01 10 60 10 01 12 94 10 01 12 D0 10 01 12 F4 10 01 13 08 10 01 13 20 10 01 13 34 10 01 13 74 10 01 13 F0 10 01 14 78 10 01 15 00 25 33 64 20 30 78 25 30 38 78 20 25 38 75 20 00 25 33 64 20 25 38 75 20 00 00 00 00 00 00 00 00 30 31 32 33 34 35 36 37 38 39 00 00 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 00 00 00 00 10 00 76 93 10 00 76 F4 10 00 75 D0 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 75 D8 10 00 75 E2 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00,C3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 7C 74 10 01 7C E4 10 01 7D 48 10 01 7D 80 10 01 7D BC 10 01 7D DC 10 01 7B 08 10 01 7B 48 10 01 7B B8 10 01 7B F0 10 01 7C 2C 10 01 7C 4C 10 01 7E 20 10 01 7E 70 10 01 7E A8 10 01 7E F4 10 01 7F 2C 10 01 B8 E4 10 01 80 98 10 01 81 10 10 01 81 48 10 01 81 C0 10 01 82 1C 10 01 82 5C 10 01 81 80 10 01 81 FC 10 01 82 9C 10 01 82 EC 10 01 83 24 10 01 83 5C 10 01 83 B4 10 01 83 94 10 01 7F 58 10 01 7F AC 10 01 7F E4 10 01 80 1C 10 01 80 78 10 01 80 58 10 01 83 F4 10 01 84 A4 10 01 77 40 10 01 84 D4 10 01 86 2C 10 01 86 A4 10 01 86 88 10 01 86 68 10 01 77 EC 10 01 86 E0 10 01 87 10 10 01 87 40 10 01 87 7C 10 01 77 4C 10 01 77 60 10 01 83 D4 10 01 85 8C 10 01 85 C4 10 01 84 84 10 01 85 1C 10 01 85 54 10 01 33 0C 10 01 35 5C 10 01 18 08 10 01 10 70 10 01 10 EC 10 01 10 60 10 01 12 94 10 01 12 D0 10 01 12 F4 10 01 13 08 10 01 13 20 10 01 13 34 10 01 13 74 10 01 13 F0 10 01 14 78 10 01 15 00 25 33 64 20 30 78 25 30 38 78 20 25 38 75 20 00 25 33 64 20 25 38 75 20 00 00 00 00 00 00 00 00 30 31 32 33 34 35 36 37 38 39 00 00 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 00 00 00 00 10 00 76 93 10 00 76 F4 10 00 75 D0 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 75 D8 10 00 75 E2 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 DD 35
287,00:13.128.992,0.08 us,,,NYET,,,96
288,00:13.130.090,0.10 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
289,00:13.130.091,8.63 us,512,,DATA1,DFFC,76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 CC 10 00 75 ED 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 75 E8 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 A7 10 00 76 F4 10 00 76 2C 10 00 76 F4 10 00 76 F4 10 00 76 6B 64 70 72 69 6E 74 66 20 6D 75 74 65 78 00 00 00 00 00 00 00 00 00 00 00 10 00 79 1F 10 00 79 80 10 00 78 5C 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 78 64 10 00 78 6E 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00,4B 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 CC 10 00 75 ED 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 75 E8 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 F4 10 00 76 A7 10 00 76 F4 10 00 76 2C 10 00 76 F4 10 00 76 F4 10 00 76 6B 64 70 72 69 6E 74 66 20 6D 75 74 65 78 00 00 00 00 00 00 00 00 00 00 00 10 00 79 1F 10 00 79 80 10 00 78 5C 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 78 64 10 00 78 6E 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 FC DF
290,00:13.130.100,0.07 us,,,NYET,,,96
291,00:13.131.169,0.12 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
292,00:13.131.169,8.65 us,512,,DATA0,C317,79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 58 10 00 78 79 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 78 74 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 33 10 00 79 80 10 00 78 B8 10 00 79 80 10 00 79 80 10 00 78 F7 00 00 00 00 00 00 00 00 10 00 7B CB 10 00 7C 2C 10 00 7B 08 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7B 10 10 00 7B 1A 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 04 10 00 7B 25 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7B 20 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7B DF 10 00 7C 2C 10 00 7B 64 10 00 7C 2C 10 00 7C 2C 10 00 7B A3 53 79 73 50 61 72 73 65 72 45 76 65 6E 74 46 6C 61 67 73 00 74 53 79 73 50 61 72 73 65 72 00 00 00 00 00 00 00 00 00 00 24 24 44 45 56 49 43 45 5F 49 44 5F 53 54,C3 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 58 10 00 78 79 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 78 74 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 80 10 00 79 33 10 00 79 80 10 00 78 B8 10 00 79 80 10 00 79 80 10 00 78 F7 00 00 00 00 00 00 00 00 10 00 7B CB 10 00 7C 2C 10 00 7B 08 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7B 10 10 00 7B 1A 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 04 10 00 7B 25 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7B 20 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7C 2C 10 00 7B DF 10 00 7C 2C 10 00 7B 64 10 00 7C 2C 10 00 7C 2C 10 00 7B A3 53 79 73 50 61 72 73 65 72 45 76 65 6E 74 46 6C 61 67 73 00 74 53 79 73 50 61 72 73 65 72 00 00 00 00 00 00 00 00 00 00 24 24 44 45 56 49 43 45 5F 49 44 5F 53 54 17 C3
293,00:13.131.178,0.08 us,,,NYET,,,96
294,00:13.132.211,0.12 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
295,00:13.132.211,8.65 us,512,,DATA1,408A,52 49 4E 47 24 24 10 01 C0 F0 10 01 C1 0C 10 01 C0 DC 09 02 20 00 01 01 00 C0 31 09 04 00 00 02 07 01 02 00 07 05 01 02 00 02 00 07 05 81 02 00 02 00 09 02 20 00 01 01 00 C0 31 09 04 00 00 02 07 01 02 00 07 05 01 02 40 00 00 07 05 81 02 40 00 00 55 53 42 32 49 64 6C 65 54 68 72 65 61 64 00 00 10 00 94 D6 10 00 96 13 10 00 96 56 10 00 98 BC 10 00 98 BC 10 00 97 0F 10 00 97 45 75 73 62 49 6F 46 6C 61 67 73 00 00 55 53 42 32 00 00 00 00 55 53 42 32 54 68 72 65 61 64 00 00 00 00 00 00 10 00 9B FC 10 00 9C 71 10 00 9C 05 10 00 9C 0E 10 00 9C 17 10 00 9C 20 10 00 9C 2F 10 00 9C 38 10 00 9C 41 10 00 9C 50 10 00 9C 5F 10 00 9C 68 10 00 9C 9B 10 00 9C A4 10 00 9C 71 10 00 9D 84 10 00 9C 80 10 00 9C 89 10 00 9C 92 10 00 9C AD 10 00 9C B6 10 00 9D 84 10 00 9C E3 10 00 9C EC 10 00 9D 16 10 00 9D 1F 10 00 9D 28 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00,4B 52 49 4E 47 24 24 10 01 C0 F0 10 01 C1 0C 10 01 C0 DC 09 02 20 00 01 01 00 C0 31 09 04 00 00 02 07 01 02 00 07 05 01 02 00 02 00 07 05 81 02 00 02 00 09 02 20 00 01 01 00 C0 31 09 04 00 00 02 07 01 02 00 07 05 01 02 40 00 00 07 05 81 02 40 00 00 55 53 42 32 49 64 6C 65 54 68 72 65 61 64 00 00 10 00 94 D6 10 00 96 13 10 00 96 56 10 00 98 BC 10 00 98 BC 10 00 97 0F 10 00 97 45 75 73 62 49 6F 46 6C 61 67 73 00 00 55 53 42 32 00 00 00 00 55 53 42 32 54 68 72 65 61 64 00 00 00 00 00 00 10 00 9B FC 10 00 9C 71 10 00 9C 05 10 00 9C 0E 10 00 9C 17 10 00 9C 20 10 00 9C 2F 10 00 9C 38 10 00 9C 41 10 00 9C 50 10 00 9C 5F 10 00 9C 68 10 00 9C 9B 10 00 9C A4 10 00 9C 71 10 00 9D 84 10 00 9C 80 10 00 9C 89 10 00 9C 92 10 00 9C AD 10 00 9C B6 10 00 9D 84 10 00 9C E3 10 00 9C EC 10 00 9D 16 10 00 9D 1F 10 00 9D 28 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 9D 84 10 00 8A 40
296,00:13.132.220,0.07 us,,,NYET,,,96
297,00:13.133.261,0.10 us,,,OUT,15,DEV = 0F EP = 01,E1 8F A8
